-61, 46, 116, -115, 7, -51, 60, 86, 125, 124, -96, -32, 47, 70, -128, -112, -7, -33, 72, -105, -45, -41, 2, 32, -93
46, 116, -115, 7, -118, 60, 86, 125, 124, -15, -32, 47, 70, -128, 22, -7, -33, 72, -105, -70, -41, 2, 32, -93, -97
116, -115, 7, -118, -75, 86, 125, 124, -15, -9, 47, 70, -128, 22, 80, -33, 72, -105, -70, 0, 2, 32, -93, -97, 28
-115, 7, -118, -75, -17, 125, 124, -15, -9, -15, 70, -128, 22, 80, 14, 72, -105, -70, 0, -41, 32, -93, -97, 28, -126
7, -118, -75, -17, -91, 124, -15, -9, -15, 74, -128, 22, 80, 14, 33, -105, -70, 0, -41, -88, -93, -97, 28, -126, -127
-118, -75, -17, -91, -1, -15, -9, -15, 74, -73, 22, 80, 14, 33, -87, -70, 0, -41, -88, -18, -97, 28, -126, -127, 34
-75, -17, -91, -1, -105, -9, -15, 74, -73, -76, 80, 14, 33, -87, 20, 0, -41, -88, -18, -49, 28, -126, -127, 34, -46
105, 53, -42, -34, 113, -122, -31, 54, -60, 23, 81, 21, 39, 26, 107, 48, -35, 2, 54, 54, -20, -60, 80, -75, -9
53, -42, -34, 113, 64, -31, 54, -60, 23, -54, 21, 39, 26, 107, -73, -35, 2, 54, 54, 97, -60, 80, -75, -9, 49
-42, -34, 113, 64, 42, 54, -60, 23, -54, 64, 39, 26, 107, -73, -110, 2, 54, 54, 97, -22, 80, -75, -9, 49, -1
-34, 113, 64, 42, -52, -60, 23, -54, 64, 95, 26, 107, -73, -110, -22, 54, 54, 97, -22, 93, -75, -9, 49, -1, -44
113, 64, 42, -52, -124, 23, -54, 64, 95, -27, 107, -73, -110, -22, 74, 54, 97, -22, 93, -101, -9, 49, -1, -44, 75
64, 42, -52, -124, -80, -54, 64, 95, -27, -114, -73, -110, -22, 74, 76, 97, -22, 93, -101, -38, 49, -1, -44, 75, 35
42, -52, -124, -80, -29, 64, 95, -27, -114, 89, -110, -22, 74, 76, -122, -22, 93, -101, -38, 51, -1, -44, 75, 35, 12
-52, -124, -80, -29, 95, 95, -27, -114, 89, -48, -22, 74, 76, -122, -65, 93, -101, -38, 51, 87, -44, 75, 35, 12, 124
-124, -80, -29, 95, -46, -27, -114, 89, -48, 0, 74, 76, -122, -65, 35, -101, -38, 51, 87, 12, 75, 35, 12, 124, 65
-80, -29, 95, -46, -52, -114, 89, -48, 0, -87, 76, -122, -65, 35, -92, -38, 51, 87, 12, 10, 35, 12, 124, 65, -113
-29, 95, -46, -52, 44, 89, -48, 0, -87, -122, -122, -65, 35, -92, -6, 51, 87, 12, 10, -57, 12, 124, 65, -113, -113
95, -46, -52, 44, -110, -48, 0, -87, -122, -81, -65, 35, -92, -6, -38, 87, 12, 10, -57, 48, 124, 65, -113, -113, 36
-46, -52, 44, -110, -6, 0, -87, -122, -81, -51, 35, -92, -6, -38, -1, 12, 10, -57, 48, -89, 65, -113, -113, 36, -66
-52, 44, -110, -6, -26, -87, -122, -81, -51, 41, -92, -6, -38, -1, 50, 10, -57, 48, -89, -1, -113, -113, 36, -66, 84
44, -110, -6, -26, -127, -122, -81, -51, 41, -23, -6, -38, -1, 50, -68, -57, 48, -89, -1, -3, -113, 36, -66, 84, -113
-110, -6, -26, -127, 11, -81, -51, 41, -23, -71, -38, -1, 50, -68, -54, 48, -89, -1, -3, -107, 36, -66, 84, -113, -40
-6, -26, -127, 11, 20, -51, 41, -23, -71, 72, -1, 50, -68, -54, 46, -89, -1, -3, -107, -27, -66, 84, -113, -40, 126
-26, -127, 11, 20, -51, 41, -23, -71, 72, -96, 50, -68, -54, 46, -112, -1, -3, -107, -27, -45, 84, -113, -40, 126, -23
-127, 11, 20, -51, 60, -23, -71, 72, -96, -32, -68, -54, 46, -112, -7, -3, -107, -27, -45, -41, -113, -40, 126, -23, 53
11, 20, -51, 60, 86, -71, 72, -96, -32, 47, -54, 46, -112, -7, -33, -107, -27, -45, -41, 2, -40, 126, -23, 53, -62
20, -51, 60, 86, 125, 72, -96, -32, 47, 70, 46, -112, -7, -33, 72, -27, -45, -41, 2, 32, 126, -23, 53, -62, 8
-51, 60, 86, 125, 124, -96, -32, 47, 70, -128, -112, -7, -33, 72, -105, -45, -41, 2, 32, -93, -23, 53, -62, 8, 33
60, 86, 125, 124, -15, -32, 47, 70, -128, 22, -7, -33, 72, -105, -70, -41, 2, 32, -93, -97, 53, -62, 8, 33, 38
86, 125, 124, -15, -9, 47, 70, -128, 22, 80, -33, 72, -105, -70, 0, 2, 32, -93, -97, 28, -62, 8, 33, 38, 75
125, 124, -15, -9, -15, 70, -128, 22, 80, 14, 72, -105, -70, 0, -41, 32, -93, -97, 28, -126, 8, 33, 38, 75, 9
124, -15, -9, -15, 74, -128, 22, 80, 14, 33, -105, -70, 0, -41, -88, -93, -97, 28, -126, -127, 33, 38, 75, 9, -70
-15, -9, -15, 74, -73, 22, 80, 14, 33, -87, -70, 0, -41, -88, -18, -97, 28, -126, -127, 34, 38, 75, 9, -70, -49
-9, -15, 74, -73, -76, 80, 14, 33, -87, 20, 0, -41, -88, -18, -49, 28, -126, -127, 34, -46, 75, 9, -70, -49, 24
-122, -31, 54, -60, 23, 81, 21, 39, 26, 107, 48, -35, 2, 54, 54, -20, -60, 80, -75, -9, 47, -17, -70, -34, 24
-31, 54, -60, 23, -54, 21, 39, 26, 107, -73, -35, 2, 54, 54, 97, -60, 80, -75, -9, 49, -17, -70, -34, 24, -88
54, -60, 23, -54, 64, 39, 26, 107, -73, -110, 2, 54, 54, 97, -22, 80, -75, -9, 49, -1, -70, -34, 24, -88, 33
-60, 23, -54, 64, 95, 26, 107, -73, -110, -22, 54, 54, 97, -22, 93, -75, -9, 49, -1, -44, -34, 24, -88, 33, 18
23, -54, 64, 95, -27, 107, -73, -110, -22, 74, 54, 97, -22, 93, -101, -9, 49, -1, -44, 75, 24, -88, 33, 18, -47
-54, 64, 95, -27, -114, -73, -110, -22, 74, 76, 97, -22, 93, -101, -38, 49, -1, -44, 75, 35, -88, 33, 18, -47, 28
64, 95, -27, -114, 89, -110, -22, 74, 76, -122, -22, 93, -101, -38, 51, -1, -44, 75, 35, 12, 33, 18, -47, 28, 107
95, -27, -114, 89, -48, -22, 74, 76, -122, -65, 93, -101, -38, 51, 87, -44, 75, 35, 12, 124, 18, -47, 28, 107, 7
-27, -114, 89, -48, 0, 74, 76, -122, -65, 35, -101, -38, 51, 87, 12, 75, 35, 12, 124, 65, -47, 28, 107, 7, -30
-114, 89, -48, 0, -87, 76, -122, -65, 35, -92, -38, 51, 87, 12, 10, 35, 12, 124, 65, -113, 28, 107, 7, -30, 124
89, -48, 0, -87, -122, -122, -65, 35, -92, -6, 51, 87, 12, 10, -57, 12, 124, 65, -113, -113, 107, 7, -30, 124, 60
-48, 0, -87, -122, -81, -65, 35, -92, -6, -38, 87, 12, 10, -57, 48, 124, 65, -113, -113, 36, 7, -30, 124, 60, -4
0, -87, -122, -81, -51, 35, -92, -6, -38, -1, 12, 10, -57, 48, -89, 65, -113, -113, 36, -66, -30, 124, 60, -4, 22
-87, -122, -81, -51, 41, -92, -6, -38, -1, 50, 10, -57, 48, -89, -1, -113, -113, 36, -66, 84, 124, 60, -4, 22, -53
-122, -81, -51, 41, -23, -6, -38, -1, 50, -68, -57, 48, -89, -1, -3, -113, 36, -66, 84, -113, 60, -4, 22, -53, 112
-81, -51, 41, -23, -71, -38, -1, 50, -68, -54, 48, -89, -1, -3, -107, 36, -66, 84, -113, -40, -4, 22, -53, 112, 66
-51, 41, -23, -71, 72, -1, 50, -68, -54, 46, -89, -1, -3, -107, -27, -66, 84, -113, -40, 126, 22, -53, 112, 66, 28
41, -23, -71, 72, -96, 50, -68, -54, 46, -112, -1, -3, -107, -27, -45, 84, -113, -40, 126, -23, -53, 112, 66, 28, 30
-23, -71, 72, -96, -32, -68, -54, 46, -112, -7, -3, -107, -27, -45, -41, -113, -40, 126, -23, 53, 112, 66, 28, 30, 24
-71, 72, -96, -32, 47, -54, 46, -112, -7, -33, -107, -27, -45, -41, 2, -40, 126, -23, 53, -62, 66, 28, 30, 24, -12
72, -96, -32, 47, 70, 46, -112, -7, -33, 72, -27, -45, -41, 2, 32, 126, -23, 53, -62, 8, 28, 30, 24, -12, 120
-96, -32, 47, 70, -128, -112, -7, -33, 72, -105, -45, -41, 2, 32, -93, -23, 53, -62, 8, 33, 30, 24, -12, 120, 116
-32, 47, 70, -128, 22, -7, -33, 72, -105, -70, -41, 2, 32, -93, -97, 53, -62, 8, 33, 38, 24, -12, 120, 116, -59
47, 70, -128, 22, 80, -33, 72, -105, -70, 0, 2, 32, -93, -97, 28, -62, 8, 33, 38, 75, -12, 120, 116, -59, 39
70, -128, 22, 80, 14, 72, -105, -70, 0, -41, 32, -93, -97, 28, -126, 8, 33, 38, 75, 9, 120, 116, -59, 39, -74
-128, 22, 80, 14, 33, -105, -70, 0, -41, -88, -93, -97, 28, -126, -127, 33, 38, 75, 9, -70, 116, -59, 39, -74, -11
22, 80, 14, 33, -87, -70, 0, -41, -88, -18, -97, 28, -126, -127, 34, 38, 75, 9, -70, -49, -59, 39, -74, -11, -16
80, 14, 33, -87, 20, 0, -41, -88, -18, -49, 28, -126, -127, 34, -46, 75, 9, -70, -49, 24, 39, -74, -11, -16, 110
81, 21, 39, 26, 107, 48, -35, 2, 54, 54, -20, -60, 80, -75, -9, 47, -17, -70, -34, 24, 67, -95, -107, 71, 121
21, 39, 26, 107, -73, -35, 2, 54, 54, 97, -60, 80, -75, -9, 49, -17, -70, -34, 24, -88, -95, -107, 71, 121, 92
39, 26, 107, -73, -110, 2, 54, 54, 97, -22, 80, -75, -9, 49, -1, -70, -34, 24, -88, 33, -107, 71, 121, 92, -23
26, 107, -73, -110, -22, 54, 54, 97, -22, 93, -75, -9, 49, -1, -44, -34, 24, -88, 33, 18, 71, 121, 92, -23, 40
107, -73, -110, -22, 74, 54, 97, -22, 93, -101, -9, 49, -1, -44, 75, 24, -88, 33, 18, -47, 121, 92, -23, 40, 86
-73, -110, -22, 74, 76, 97, -22, 93, -101, -38, 49, -1, -44, 75, 35, -88, 33, 18, -47, 28, 92, -23, 40, 86, -8
-110, -22, 74, 76, -122, -22, 93, -101, -38, 51, -1, -44, 75, 35, 12, 33, 18, -47, 28, 107, -23, 40, 86, -8, 60
-22, 74, 76, -122, -65, 93, -101, -38, 51, 87, -44, 75, 35, 12, 124, 18, -47, 28, 107, 7, 40, 86, -8, 60, 103
74, 76, -122, -65, 35, -101, -38, 51, 87, 12, 75, 35, 12, 124, 65, -47, 28, 107, 7, -30, 86, -8, 60, 103, 10
76, -122, -65, 35, -92, -38, 51, 87, 12, 10, 35, 12, 124, 65, -113, 28, 107, 7, -30, 124, -8, 60, 103, 10, -34
-122, -65, 35, -92, -6, 51, 87, 12, 10, -57, 12, 124, 65, -113, -113, 107, 7, -30, 124, 60, 60, 103, 10, -34, 1
-65, 35, -92, -6, -38, 87, 12, 10, -57, 48, 124, 65, -113, -113, 36, 7, -30, 124, 60, -4, 103, 10, -34, 1, 28
35, -92, -6, -38, -1, 12, 10, -57, 48, -89, 65, -113, -113, 36, -66, -30, 124, 60, -4, 22, 10, -34, 1, 28, -80
-92, -6, -38, -1, 50, 10, -57, 48, -89, -1, -113, -113, 36, -66, 84, 124, 60, -4, 22, -53, -34, 1, 28, -80, -79
-6, -38, -1, 50, -68, -57, 48, -89, -1, -3, -113, 36, -66, 84, -113, 60, -4, 22, -53, 112, 1, 28, -80, -79, 9
-38, -1, 50, -68, -54, 48, -89, -1, -3, -107, 36, -66, 84, -113, -40, -4, 22, -53, 112, 66, 28, -80, -79, 9, -59
-1, 50, -68, -54, 46, -89, -1, -3, -107, -27, -66, 84, -113, -40, 126, 22, -53, 112, 66, 28, -80, -79, 9, -59, 67
50, -68, -54, 46, -112, -1, -3, -107, -27, -45, 84, -113, -40, 126, -23, -53, 112, 66, 28, 30, -79, 9, -59, 67, 115
-68, -54, 46, -112, -7, -3, -107, -27, -45, -41, -113, -40, 126, -23, 53, 112, 66, 28, 30, 24, 9, -59, 67, 115, -36
-54, 46, -112, -7, -33, -107, -27, -45, -41, 2, -40, 126, -23, 53, -62, 66, 28, 30, 24, -12, -59, 67, 115, -36, 19
46, -112, -7, -33, 72, -27, -45, -41, 2, 32, 126, -23, 53, -62, 8, 28, 30, 24, -12, 120, 67, 115, -36, 19, 25
-112, -7, -33, 72, -105, -45, -41, 2, 32, -93, -23, 53, -62, 8, 33, 30, 24, -12, 120, 116, 115, -36, 19, 25, -118
-7, -33, 72, -105, -70, -41, 2, 32, -93, -97, 53, -62, 8, 33, 38, 24, -12, 120, 116, -59, -36, 19, 25, -118, -69
-33, 72, -105, -70, 0, 2, 32, -93, -97, 28, -62, 8, 33, 38, 75, -12, 120, 116, -59, 39, 19, 25, -118, -69, -14
72, -105, -70, 0, -41, 32, -93, -97, 28, -126, 8, 33, 38, 75, 9, 120, 116, -59, 39, -74, 25, -118, -69, -14, -20
-105, -70, 0, -41, -88, -93, -97, 28, -126, -127, 33, 38, 75, 9, -70, 116, -59, 39, -74, -11, -118, -69, -14, -20, 39
-70, 0, -41, -88, -18, -97, 28, -126, -127, 34, 38, 75, 9, -70, -49, -59, 39, -74, -11, -16, -69, -14, -20, 39, 7
0, -41, -88, -18, -49, 28, -126, -127, 34, -46, 75, 9, -70, -49, 24, 39, -74, -11, -16, 110, -14, -20, 39, 7, 91
48, -35, 2, 54, 54, -20, -60, 80, -75, -9, 47, -17, -70, -34, 24, 67, -95, -107, 71, 121, -16, 53, -12, 97, 30
-35, 2, 54, 54, 97, -60, 80, -75, -9, 49, -17, -70, -34, 24, -88, -95, -107, 71, 121, 92, 53, -12, 97, 30, -122
2, 54, 54, 97, -22, 80, -75, -9, 49, -1, -70, -34, 24, -88, 33, -107, 71, 121, 92, -23, -12, 97, 30, -122, -100
54, 54, 97, -22, 93, -75, -9, 49, -1, -44, -34, 24, -88, 33, 18, 71, 121, 92, -23, 40, 97, 30, -122, -100, 45
54, 97, -22, 93, -101, -9, 49, -1, -44, 75, 24, -88, 33, 18, -47, 121, 92, -23, 40, 86, 30, -122, -100, 45, 75
97, -22, 93, -101, -38, 49, -1, -44, 75, 35, -88, 33, 18, -47, 28, 92, -23, 40, 86, -8, -122, -100, 45, 75, 49
-22, 93, -101, -38, 51, -1, -44, 75, 35, 12, 33, 18, -47, 28, 107, -23, 40, 86, -8, 60, -100, 45, 75, 49, 55
93, -101, -38, 51, 87, -44, 75, 35, 12, 124, 18, -47, 28, 107, 7, 40, 86, -8, 60, 103, 45, 75, 49, 55, -124
-101, -38, 51, 87, 12, 75, 35, 12, 124, 65, -47, 28, 107, 7, -30, 86, -8, 60, 103, 10, 75, 49, 55, -124, 72
-38, 51, 87, 12, 10, 35, 12, 124, 65, -113, 28, 107, 7, -30, 124, -8, 60, 103, 10, -34, 49, 55, -124, 72, 39
51, 87, 12, 10, -57, 12, 124, 65, -113, -113, 107, 7, -30, 124, 60, 60, 103, 10, -34, 1, 55, -124, 72, 39, 53
87, 12, 10, -57, 48, 124, 65, -113, -113, 36, 7, -30, 124, 60, -4, 103, 10, -34, 1, 28, -124, 72, 39, 53, -36
12, 10, -57, 48, -89, 65, -113, -113, 36, -66, -30, 124, 60, -4, 22, 10, -34, 1, 28, -80, 72, 39, 53, -36, 112
10, -57, 48, -89, -1, -113, -113, 36, -66, 84, 124, 60, -4, 22, -53, -34, 1, 28, -80, -79, 39, 53, -36, 112, 22
-57, 48, -89, -1, -3, -113, 36, -66, 84, -113, 60, -4, 22, -53, 112, 1, 28, -80, -79, 9, 53, -36, 112, 22, -37
48, -89, -1, -3, -107, 36, -66, 84, -113, -40, -4, 22, -53, 112, 66, 28, -80, -79, 9, -59, -36, 112, 22, -37, 46
-89, -1, -3, -107, -27, -66, 84, -113, -40, 126, 22, -53, 112, 66, 28, -80, -79, 9, -59, 67, 112, 22, -37, 46, 50
-1, -3, -107, -27, -45, 84, -113, -40, 126, -23, -53, 112, 66, 28, 30, -79, 9, -59, 67, 115, 22, -37, 46, 50, 34
-3, -107, -27, -45, -41, -113, -40, 126, -23, 53, 112, 66, 28, 30, 24, 9, -59, 67, 115, -36, -37, 46, 50, 34, -30
-107, -27, -45, -41, 2, -40, 126, -23, 53, -62, 66, 28, 30, 24, -12, -59, 67, 115, -36, 19, 46, 50, 34, -30, -77
-27, -45, -41, 2, 32, 126, -23, 53, -62, 8, 28, 30, 24, -12, 120, 67, 115, -36, 19, 25, 50, 34, -30, -77, 29
-45, -41, 2, 32, -93, -23, 53, -62, 8, 33, 30, 24, -12, 120, 116, 115, -36, 19, 25, -118, 34, -30, -77, 29, 32
-41, 2, 32, -93, -97, 53, -62, 8, 33, 38, 24, -12, 120, 116, -59, -36, 19, 25, -118, -69, -30, -77, 29, 32, 125
2, 32, -93, -97, 28, -62, 8, 33, 38, 75, -12, 120, 116, -59, 39, 19, 25, -118, -69, -14, -77, 29, 32, 125, 65
32, -93, -97, 28, -126, 8, 33, 38, 75, 9, 120, 116, -59, 39, -74, 25, -118, -69, -14, -20, 29, 32, 125, 65, 87
-93, -97, 28, -126, -127, 33, 38, 75, 9, -70, 116, -59, 39, -74, -11, -118, -69, -14, -20, 39, 32, 125, 65, 87, 46
-97, 28, -126, -127, 34, 38, 75, 9, -70, -49, -59, 39, -74, -11, -16, -69, -14, -20, 39, 7, 125, 65, 87, 46, -125
28, -126, -127, 34, -46, 75, 9, -70, -49, 24, 39, -74, -11, -16, 110, -14, -20, 39, 7, 91, 65, 87, 46, -125, -107
-20, -60, 80, -75, -9, 47, -17, -70, -34, 24, 67, -95, -107, 71, 121, -16, 53, -12, 97, 30, 71, -90, -51, 29, 87
-60, 80, -75, -9, 49, -17, -70, -34, 24, -88, -95, -107, 71, 121, 92, 53, -12, 97, 30, -122, -90, -51, 29, 87, 23
80, -75, -9, 49, -1, -70, -34, 24, -88, 33, -107, 71, 121, 92, -23, -12, 97, 30, -122, -100, -51, 29, 87, 23, 78
-75, -9, 49, -1, -44, -34, 24, -88, 33, 18, 71, 121, 92, -23, 40, 97, 30, -122, -100, 45, 29, 87, 23, 78, 49
-9, 49, -1, -44, 75, 24, -88, 33, 18, -47, 121, 92, -23, 40, 86, 30, -122, -100, 45, 75, 87, 23, 78, 49, 31
49, -1, -44, 75, 35, -88, 33, 18, -47, 28, 92, -23, 40, 86, -8, -122, -100, 45, 75, 49, 23, 78, 49, 31, -36
-1, -44, 75, 35, 12, 33, 18, -47, 28, 107, -23, 40, 86, -8, 60, -100, 45, 75, 49, 55, 78, 49, 31, -36, -6
-44, 75, 35, 12, 124, 18, -47, 28, 107, 7, 40, 86, -8, 60, 103, 45, 75, 49, 55, -124, 49, 31, -36, -6, -122
75, 35, 12, 124, 65, -47, 28, 107, 7, -30, 86, -8, 60, 103, 10, 75, 49, 55, -124, 72, 31, -36, -6, -122, -17
35, 12, 124, 65, -113, 28, 107, 7, -30, 124, -8, 60, 103, 10, -34, 49, 55, -124, 72, 39, -36, -6, -122, -17, -54
12, 124, 65, -113, -113, 107, 7, -30, 124, 60, 60, 103, 10, -34, 1, 55, -124, 72, 39, 53, -6, -122, -17, -54, 110
124, 65, -113, -113, 36, 7, -30, 124, 60, -4, 103, 10, -34, 1, 28, -124, 72, 39, 53, -36, -122, -17, -54, 110, -93
65, -113, -113, 36, -66, -30, 124, 60, -4, 22, 10, -34, 1, 28, -80, 72, 39, 53, -36, 112, -17, -54, 110, -93, -9
-113, -113, 36, -66, 84, 124, 60, -4, 22, -53, -34, 1, 28, -80, -79, 39, 53, -36, 112, 22, -54, 110, -93, -9, 95
-113, 36, -66, 84, -113, 60, -4, 22, -53, 112, 1, 28, -80, -79, 9, 53, -36, 112, 22, -37, 110, -93, -9, 95, 0
36, -66, 84, -113, -40, -4, 22, -53, 112, 66, 28, -80, -79, 9, -59, -36, 112, 22, -37, 46, -93, -9, 95, 0, -11
-66, 84, -113, -40, 126, 22, -53, 112, 66, 28, -80, -79, 9, -59, 67, 112, 22, -37, 46, 50, -9, 95, 0, -11, 10
84, -113, -40, 126, -23, -53, 112, 66, 28, 30, -79, 9, -59, 67, 115, 22, -37, 46, 50, 34, 95, 0, -11, 10, -62
-113, -40, 126, -23, 53, 112, 66, 28, 30, 24, 9, -59, 67, 115, -36, -37, 46, 50, 34, -30, 0, -11, 10, -62, 54
